Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"LC","Occupation des sols","125","Liechtenstein","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","125","Liechtenstein","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","125","Liechtenstein","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","125","Liechtenstein","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","125","Liechtenstein","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","125","Liechtenstein","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","34.4527","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","1880.3885","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","1078.6169","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","3400.5368","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","18.6968","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.1503","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","65.8787","FC","Donnée calculée"
"LC","Occupation des sols","126","Lituanie","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","22.9899","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","83.601","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","24.557","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","130.2205","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0.4508","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","256","Luxembourg","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","35.0108","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","321.4685","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","891.2886","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","1219.8151","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0.0687","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","13.223","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.6654","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","63.2384","FC","Donnée calculée"
"LC","Occupation des sols","154","Macédoine du Nord","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","23.591","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","390.1336","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","38475.0986","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","17168.5381","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","118.6204","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","1560.3754","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","178.0164","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","13.7596","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","1212.9074","FC","Donnée calculée"
"LC","Occupation des sols","129","Madagascar","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","402.206","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","308.5032","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","946.7177","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","29452.6812","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","437.3241","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","1.5541","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","31.2972","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.7084","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","1610.8202","FC","Donnée calculée"
"LC","Occupation des sols","131","Malaisie","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","18.7397","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","2588.1353","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","3483.3693","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","3294.3151","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","8.5177","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","106.3848","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","5.2377","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","2437.6424","FC","Donnée calculée"
"LC","Occupation des sols","130","Malawi","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0.1288","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.0215","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","119.0497","FC","Donnée calculée"
"LC","Occupation des sols","132","Maldives","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","47.7616","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","1895.4618","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","48930.1223","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","1030.9841","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","138.4849","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","30.8035","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","73686.9775","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","54.1584","FC","Donnée calculée"
"LC","Occupation des sols","133","Mali","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","31.6192","FC","Donnée calculée"
"LC","Occupation des sols","134","Malte","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","128.8596","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","7220.4824","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","5120.9617","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","828.7886","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","10121.3282","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","1.1806","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","18037.9186","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","69.206","FC","Donnée calculée"
"LC","Occupation des sols","143","Maroc","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","4.1214","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","1.3223","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","11.8062","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","28.043","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0.9445","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0.3864","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.0429","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","64.462","FC","Donnée calculée"
"LC","Occupation des sols","135","Martinique","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","4.3146","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","64.316","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","8.3932","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","56.0002","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","2.0607","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0.5581","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","66.3939","FC","Donnée calculée"
"LC","Occupation des sols","137","Maurice","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","18.6538","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","16.1209","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","17363.8259","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","0.644","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","174.3887","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0.1717","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","86536.274","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","252.8465","FC","Donnée calculée"
"LC","Occupation des sols","136","Mauritanie","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
